日期,标签,标题,摘要,来源,链接
2026-05-26,"国际, 政治",[视频]王沪宁会见塞尔维亚总统,王沪宁在京会见塞尔维亚总统武契奇，双方表示将深化中塞命运共同体建设，坚定相互支持，加强战略对接。,新闻联播,https://tv.cctv.com/2026/05/25/VIDENI7bkduFhskB8gzHDXIS260525.shtml
2026-05-26,"国际, 政治",[视频]蔡奇会见塞尔维亚前进党代表团,蔡奇会见塞尔维亚前进党代表团，表示愿加强党际交往，共同落实两国元首共识，推动中塞命运共同体建设。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEyaUEOBjb10Z5DXz9iIdf260525.shtml
2026-05-26,"国际, 政治","Deal with US not imminent, Iran says",伊朗称与美国的协议并非即将达成，此前美方曾暗示协议可能于周一达成。,BBC World,https://www.bbc.com/news/articles/cglpp2yk336o?at_medium=RSS&at_campaign=rss
2026-05-26,"国际, 经济",Oil prices slide on hopes of US-Iran peace deal,特朗普称美伊和平协议将包括重开霍尔木兹海峡，油价应声下跌。,BBC World,https://www.bbc.com/news/articles/c809m7g29r7o?at_medium=RSS&at_campaign=rss
2026-05-26,"国际, 政治","Trump says U.S. and Iran nearing a peace deal. And, Pope Leo weighs in on AI's rise",特朗普称美伊接近达成和平协议；教皇方济各就人工智能崛起发表首道通谕。,NPR World,https://www.npr.org/2026/05/25/g-s1-124191/up-first-newsletter-iran-war-trump-ebola-california-chemical-tank-pope-leo-ai
2026-05-26,"国际, 政治",Trump says more countries should normalize ties with Israel in any Iran deal,特朗普要求更多国家与以色列关系正常化作为伊朗协议条件，伊朗代表团赴多哈谈判。,NPR World,https://www.npr.org/2026/05/25/nx-s1-5833690/u-s-iran-negotiations-updates
2026-05-26,"国际, 政治",Venezuela's government faces calls for elections after failed release of prisoners,委内瑞拉释放政治犯承诺未兑现，反对派要求选举并呼吁自由。,NPR World,https://www.npr.org/2026/05/25/nx-s1-5831506/venezuelas-government-faces-calls-for-elections-after-failed-release-of-prisoners
2026-05-26,"社会, 民生",[视频]各地各部门积极应对持续强降雨,多地持续强降雨，江西、湖北等地积极排涝抢险，安全转移群众，水库动态泄洪。中央气象台预警持续。,新闻联播,https://tv.cctv.com/2026/05/25/VIDE5F6boeQj7TsVhtN8krXd260525.shtml
2026-05-26,"社会, 政治","White House gunman had previous run-ins with Secret Service, court documents show",白宫枪击案嫌犯此前曾与特勤局发生冲突，并自称耶稣基督。,BBC World,https://www.bbc.com/news/articles/c1l22pg12mpo?at_medium=RSS&at_campaign=rss
2026-05-26,"社会, 国际",Three killed in Uganda after crashing into elephant,乌干达发生汽车撞象事故，致3人死亡，4人受伤。,BBC World,https://www.bbc.com/news/articles/clyppgvd3qzo?at_medium=RSS&at_campaign=rss
2026-05-26,社会,Woman dies after being shot outside Sheffield bar,一名30岁女子在谢菲尔德酒吧外遭枪击身亡，三人被拘。,BBC Top,https://www.bbc.com/news/articles/c2022lwyex1o?at_medium=RSS&at_campaign=rss
2026-05-26,"社会, 民生","In Beirut, refugee girls and women learn more than self-defense in martial arts class",贝鲁特难民营中，女性通过武术课程学习自卫并寻求赋权。,NPR World,https://www.npr.org/2026/05/25/g-s1-120826/lebanon-women-martial-arts
2026-05-26,"社会, 文体","'My body carried me,' Elizabeth Smart says. Now she's celebrating it",14岁遭绑架的伊丽莎白·斯玛特通过健美重塑身体认知，克服羞耻感。,NPR World,https://www.npr.org/2026/05/25/nx-s1-5832603/elizabeth-smart-bodybuilding-trauma-exercise
2026-05-27,"政治, 经济, 民生",《新闻联播》 20260526 19:00,习近平为塞尔维亚总统授勋；卫塞节开幕；中巴建交75周年；辽宁青海发布十五五规划；提升公共服务水平；消费市场平稳运行；跨国公司峰会定于6月举行；各地抢收夏粮；南方强降雨持续。,新闻联播,https://tv.cctv.com/2026/05/26/VIDETLLlN0XAWYpnFbo25Qud260526.shtml
2026-05-27,"政治, 国际",[视频]习近平为塞尔维亚总统举行“友谊勋章”颁授仪式,习近平为塞尔维亚总统武契奇颁发“友谊勋章”，表彰其推动中塞友好关系。,新闻联播,https://tv.cctv.com/2026/05/26/VIDENpaRHc5JRDvxuTUiYHv7260526.shtml
2026-05-27,"政治, 国际, 社会",[视频]第21届联合国卫塞节在中国无锡开幕 王沪宁致信祝贺,第21届联合国卫塞节在无锡开幕，王沪宁致贺信，强调佛教交流与全球倡议。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEQX0Q41v8RtE4Z1CxlhhM260526.shtml
2026-05-27,"政治, 国际",[视频]韩正同巴基斯坦总理共同出席庆祝中巴建交75周年招待会,韩正与巴总理出席中巴建交75周年招待会，强调深化全天候战略合作伙伴关系。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEdXcX4MIB4cXDZXLpyZpT260526.shtml
2026-05-27,"经济, 民生",[视频]【“十五五”开好局起好步】推动新时代辽宁全面振兴取得新突破 奋力谱写中国式现代化青海篇章,辽宁、青海发布“十五五”规划，聚焦产业升级、科技创新和民生福祉。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEawbXtjEkny5OPiIVSumI260526.shtml
2026-05-27,经济,[视频]前四个月消费市场平稳运行 向新向优发展,前4月消费市场平稳运行，以旧换新带动绿色智能产品销售，乡村消费增长快于城镇。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEq2CJskGuBV2W51zoUv1d260526.shtml
2026-05-27,"经济, 国际",[视频]第七届跨国公司领导人青岛峰会将于6月15日至17日举行,第七届跨国公司领导人青岛峰会将于6月15日至17日举行，主题为“携手‘十五五’向新向未来”。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEmga88cc9qGWbIA4wdS5s260526.shtml
2026-05-27,经济,'Bullying' and 'overbearing' behaviour behind abrupt BP chairman removal,英国石油公司前董事长因霸凌和专横行为被突然解职，公司拒评具体原因。,BBC Top,https://www.bbc.com/news/articles/cjrppppwvwlo?at_medium=RSS&at_campaign=rss
2026-05-27,"军事, 国际",Eleven killed in Lebanon village as Israel intensifies strikes,以色列加强空袭黎巴嫩，声称打击100处真主党目标，总理誓言摧毁该组织。,BBC World,https://www.bbc.com/news/articles/cx211rgngp0o?at_medium=RSS&at_campaign=rss
2026-05-27,民生,[视频]我国加力提升未落户常住人口基本公共服务水平,我国出台实施意见，提升未落户常住人口在教育、住房、社保等方面的基本公共服务。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEQYexSPogMCPC6JbyOYiq260526.shtml
2026-05-27,民生,[视频]各地全力抢收抢烘 护航夏粮颗粒归仓,中东部强降雨影响麦收，主产区全力抢收抢烘，保障夏粮颗粒归仓。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEYKeBtf4NGxkhIL80C4mg260526.shtml
2026-05-27,民生,[视频]主雨带南压 南方仍有大范围强降雨,主雨带南压，南方多地仍有强降雨，需警惕次生灾害。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEIsqqCEgXrGQ65mk7t55X260526.shtml
2026-05-27,"民生, 国际, 科技",[视频]国内联播快讯,两部门预拨1.6亿元救灾；部署“六一”活动；中国-中东欧地方会议开幕；公布“人工智能+”能源场景清单。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEkCBKd0uxVJpBezsV9w6M260526.shtml
2026-05-27,"民生, 国际",An exceptionally early heat wave shatters records and brings deaths in Europe,欧洲遭遇异常早热浪，伦敦气温达95华氏度，极端天气频发致人死亡。,NPR World,https://www.npr.org/2026/05/26/g-s1-124360/europe-heat-wave-deaths
2026-05-27,"国际, 军事",[视频]伊朗南部港口传出爆炸声 美称打击伊导弹发射阵地等目标,美称打击伊朗导弹阵地，伊方击落美军无人机并驱离战机，伊美紧张局势持续。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEN0Hnnoa864PhbKwGZKGj260526.shtml
2026-05-27,"国际, 军事",[视频]以总理称将对黎真主党进行决定性打击 黎总统要求以色列全面撤军,以总理称将对黎真主党决定性打击，黎总统要求以方全面撤军。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEwHh7bXHJG4IZMYcwuuln260526.shtml
2026-05-27,"国际, 军事",[视频]国际联播快讯,俄称系统打击乌首都军事目标；加沙停火后超900人死亡；刚果(金)埃博拉疫情严峻。,新闻联播,https://tv.cctv.com/2026/05/26/VIDEHy5VrnfKytMTxXo7KiZV260526.shtml
2026-05-27,"国际, 军事",Iran condemns US strikes as 'gross violation' of ceasefire,伊朗谴责美国在谈判期间发动打击，称其严重违反停火。,BBC World,https://www.bbc.com/news/articles/c4g44yl7q70o?at_medium=RSS&at_campaign=rss
2026-05-27,"国际, 军事",Russia threatens more Kyiv strikes and tells foreign nationals to leave,俄罗斯威胁对基辅发动更多打击，并敦促外国公民离开。,BBC World,https://www.bbc.com/news/articles/c1e22n55zn4o?at_medium=RSS&at_campaign=rss
2026-05-27,"国际, 社会","Almost 1,000 migrants cross Channel over bank holiday",英国银行假日期间，近千名移民乘小船穿越英吉利海峡抵达英国。,BBC Top,https://www.bbc.com/news/articles/cy422k3z83vo?at_medium=RSS&at_campaign=rss
2026-05-27,"国际, 军事",Prospects fade for imminent end to Iran war as attacks restart,以色列将加强打击黎巴嫩真主党，美国袭击伊朗船只，战争谈判前景黯淡。,NPR World,https://www.npr.org/2026/05/26/nx-s1-5834840/iran-lebanon-updates
2026-05-27,"国际, 军事, 政治","U.S. strikes Iran. And, immigration courts use new tactic to speed up deportations",美国对伊朗发动新攻击，同时司法部在移民法庭加速遣返程序。,NPR World,https://www.npr.org/2026/05/26/g-s1-124277/up-first-newsletter-iran-war-russia-ukraine-immigration-courts-trump-health
2026-05-27,"国际, 社会",Ecuadorian survivors of suspected drone strike seek answers and restitution,厄瓜多尔渔民疑似遭无人机袭击，寻求赔偿，被移交萨尔瓦多未受指控。,NPR World,https://www.npr.org/2026/05/26/nx-s1-5828756/ecuadorian-survivors-of-suspected-drone-strike-seek-answers-and-restitution
2026-05-27,"社会, 民生",Four killed as school minibus collides with train in Belgium,比利时一辆校车与火车相撞，造成两名学生、一名护工和司机共四人死亡。,BBC World,https://www.bbc.com/news/articles/c70vvd17rg7o?at_medium=RSS&at_campaign=rss
2026-05-27,"社会, 科技",Why temperature records are being not only broken but smashed,热穹顶与气候变化叠加，导致西欧极端高温频现，温度纪录屡被大幅打破。,BBC World,https://www.bbc.com/news/articles/c62rrj66p3eo?at_medium=RSS&at_campaign=rss
2026-05-27,社会,UK's hottest May day record broken for second day in a row,英国连续第二天打破五月高温纪录，伦敦邱园气温达35.1摄氏度。,BBC Top,https://www.bbc.com/news/articles/clypp7ljvpvo?at_medium=RSS&at_campaign=rss
2026-05-27,社会,Sentences of boys spared custody over rape referred to Court of Appeal,英国两名男孩因强奸女孩未被判监禁，首相将案件提交上诉法院重审。,BBC Top,https://www.bbc.com/news/articles/c5y779yeq0eo?at_medium=RSS&at_campaign=rss
2026-05-27,文体,"Why the French Open is named after Roland Garros, who didn't play tennis",法网以一战飞行员罗兰·加洛斯命名，他非网球选手，因革新空战而闻名。,NPR World,https://www.npr.org/2026/05/26/nx-s1-5834922/roland-garros-french-open-namesake
2026-05-28,"政治, 经济, 军事",《新闻联播》 20260527 19:00,《新闻联播》报道传统产业升级、高层调研、外交访问、军队管理、法治建设等综合新闻。,新闻联播,https://tv.cctv.com/2026/05/27/VIDEIVdT84KqZ0qbTqVbsYJv260527.shtml
2026-05-28,"政治, 国际",[视频]赵乐际对哈萨克斯坦进行正式友好访问,赵乐际访问哈萨克斯坦，深化中哈永久全面战略伙伴关系，推进共建“一带一路”。,新闻联播,https://tv.cctv.com/2026/05/27/VIDElUazcn5inORO54JFdxY9260527.shtml
2026-05-28,"政治, 社会",[视频]【“十五五”开好局起好步】合力开创法治中国建设新局面,国新办介绍“十五五”法治建设规划，强调全面依法治国，护航发展。,新闻联播,https://tv.cctv.com/2026/05/27/VIDEiuA2L1mlAK1XbkPRJVXa260527.shtml
2026-05-28,"政治, 社会",[视频]国务院新闻办举行“新征程上的奋斗者”中外记者见面会,国务院新闻办举行记者见面会，四位移民管理代表分享坚守国门、服务开放的奋斗故事。,新闻联播,https://tv.cctv.com/2026/05/27/VIDE8hE7O2uSnHhVC0ArMqGQ260527.shtml
2026-05-28,"政治, 国际",[视频]日本民众集会反对设立“国家情报会议”,日本国会通过“国家情报会议”法案，民众集会反对，批评政府加速战争准备。,新闻联播,https://tv.cctv.com/2026/05/27/VIDEmH6CZhFUz8hrKEmJGJMv260527.shtml
2026-05-28,政治,Burnham accuses Blair of ignoring inequality as he hits back at ex-PM,工党市长回击前首相布莱尔，指责其忽视不平等。,BBC Top,https://www.bbc.com/news/articles/ckgp4llnn12o?at_medium=RSS&at_campaign=rss
2026-05-28,"政治, 军事, 国际",Trump gathers Cabinet as he looks to seal deal to end war,特朗普召集内阁会议，寻求敲定结束与伊朗战争的协议，但已招致强烈批评。,NPR World,https://www.npr.org/2026/05/27/nx-s1-5836202/trump-cabinet-meeting
2026-05-28,"经济, 科技",[视频]【新思想引领新征程】传统产业的“蝶变”跃迁,习近平总书记强调以科技创新推动传统产业转型升级，实现高质量发展。,新闻联播,https://tv.cctv.com/2026/05/27/VIDE8ANG6tSTpha8G8WFK54G260527.shtml
2026-05-28,"经济, 政治",[视频]李强在浙江舟山宁波调研,李强在浙江调研，强调完善大宗商品储备体系，提升产业链供应链韧性。,新闻联播,https://tv.cctv.com/2026/05/27/VIDEFfjLu4xHl6uTkuXOjZsJ260527.shtml
2026-05-28,经济,[视频]前4个月规模以上工业企业利润总额同比增长18.2%,1-4月全国规模以上工业企业利润同比增长18.2%，高技术制造业增长44.8%。,新闻联播,https://tv.cctv.com/2026/05/27/VIDEdCelE8e7dBNQIkHDTyKb260527.shtml
2026-05-28,"经济, 科技",[视频]国内联播快讯,前4月我国对外投资增3.9%；发电装机容量增14.2%；水利部发布河流泥沙公报；成功发射通信技术试验卫星。,新闻联播,https://tv.cctv.com/2026/05/27/VIDErZJ9td8FB2F945DdUVzm260527.shtml
2026-05-28,"军事, 政治",[视频]中央军委印发《关于加强军队高级干部教育管理监督的若干措施》,中央军委印发措施，加强军队高级干部教育管理监督，推进全面从严治党治军。,新闻联播,https://tv.cctv.com/2026/05/27/VIDEgc4oJLt8wZpFKcM4YKS5260527.shtml
2026-05-28,"民生, 社会",[视频]【树立和践行正确政绩观】促发展惠民生 推动学习教育走深走实,新疆阿克苏和江苏苏州通过学习教育，聚焦民生需求，解决群众和企业实际问题。,新闻联播,https://tv.cctv.com/2026/05/27/VIDExzZaRQNZCZmSfcWoLELR260527.shtml
2026-05-28,"民生, 社会",Resident doctors in England to strike for 16th time over pay,英国住院医生因薪资问题宣布6月15日起罢工四天。,BBC Top,https://www.bbc.com/news/articles/c8xw2vvlxeko?at_medium=RSS&at_campaign=rss
2026-05-28,"国际, 政治",[视频]联合国安理会“维护联合国宪章宗旨和原则，加强以联合国为核心的国际体系”高级别会议举行,联合国安理会围绕维护宪章举行高级别会议，中方呼吁团结维护联合国，推动构建人类命运共同体。,新闻联播,https://tv.cctv.com/2026/05/27/VIDEG3YfUxjUqusspgJhNltm260527.shtml
